time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.3977,0,17.66499989827476,0,inflow,1
2021-09-05,1.3252,18.2918,0,19.759837086995464,0.0015000000068539521,inflow,1
2021-09-06,1.2577,18.2817,0,19.86695760091148,9.99999978375854e-5,inflow,1
2021-09-07,1.1933,18.2767,0,21.024769083658878,0,inflow,1
2021-09-08,1.1321,18.3216,0,20.337183888753277,9.99999978375854e-5,inflow,1
2021-09-09,1.0742,18.3344,0,17.640691375732445,0,inflow,1
2021-09-10,1.0193,18.2312,0,17.034178670247417,0,inflow,1
2021-09-11,0.9673,18.108,0,17.120308176676456,0,inflow,1
2021-09-12,0.9179,17.9956,0,19.574483489990257,4.0000000117288435e-4,inflow,1
2021-09-13,0.8713,17.9946,0,21.519915517171246,0,inflow,1
2021-09-14,0.827,18.077,0,21.009149169921898,7.999999827006832e-4,inflow,1
2021-09-15,0.7852,18.1327,0,21.95112762451174,0.004300000240982626,inflow,1
2021-09-16,0.7469,18.2256,0,20.7742006937663,0.004200000272612669,inflow,1
2021-09-17,0.7105,18.2627,0,17.43485031127932,0.0012999999620660675,inflow,1
2021-09-18,0.675,18.1548,0,17.796587880452496,1.2000000133411959e-4,inflow,1
2021-09-19,0.6409,18.0686,0,13.252215321858747,0,inflow,1
2021-09-20,0.6086,17.793,0,13.367754872639997,0,inflow,1
2021-09-21,0.5779,17.5382,0,15.362179056803408,0,inflow,1
2021-09-22,0.5489,17.3836,0,14.695364888509138,1.999999956751708e-4,inflow,1
2021-09-23,0.5214,17.2094,0,15.935302988688173,0.002999999944950105,inflow,1
2021-09-24,0.4964,17.0982,0,17.363984680175804,7.99999992523226e-4,inflow,1
2021-09-25,0.4718,17.0547,0,14.484173075358095,0,inflow,1
2021-09-26,0.4483,16.8904,0,9.604929860432966,0,inflow,1
2021-09-27,0.426,16.527,0,8.997464752197288,0,inflow,1
2021-09-28,0.4049,16.1585,0,11.088591512044294,0,inflow,1
2021-09-29,0.3849,15.9009,0,12.756358083089216,0,inflow,1
2021-09-30,0.3659,15.7295,0,13.909449513753279,0,inflow,1
2021-10-01,0.3479,15.6173,0,16.122983551025413,0,inflow,1
2021-10-02,0.3309,15.6064,0,17.80311482747398,0,inflow,1
2021-10-03,0.3147,15.6679,0,20.727110799153667,3.0000000333529897e-4,inflow,1
2021-10-04,0.2995,15.851,0,20.163789367675804,0,inflow,1
2021-10-05,0.2849,15.9994,0,20.224520619710308,0.002199999972071964,inflow,1
2021-10-06,0.2719,16.1418,0,15.103220876057966,0.008700000185126556,inflow,1
2021-10-07,0.2619,16.0568,0,12.994031524658226,1.999999956751708e-4,inflow,1
2021-10-08,0.2494,15.8866,0,13.311151123046898,NA,inflow,1
