time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.4157,outflow,1
2021-09-05,1.3252,18.343,outflow,1
2021-09-06,1.2574,18.3649,outflow,1
2021-09-07,1.1958,18.3987,outflow,1
2021-09-08,1.1345,18.3097,outflow,1
2021-09-09,1.0768,18.3123,outflow,1
2021-09-10,1.0218,18.2669,outflow,1
2021-09-11,0.9696,18.1584,outflow,1
2021-09-12,0.9202,18.1068,outflow,1
2021-09-13,0.8753,18.1321,outflow,1
2021-09-14,0.8308,18.1779,outflow,1
2021-09-15,0.7886,18.2571,outflow,1
2021-09-16,0.749,18.316,outflow,1
2021-09-17,0.7112,18.3559,outflow,1
2021-09-18,0.6762,18.3459,outflow,1
2021-09-19,0.6422,18.209,outflow,1
2021-09-20,0.61,18.1862,outflow,1
2021-09-21,0.5795,18.1651,outflow,1
2021-09-22,0.5504,17.9315,outflow,1
2021-09-23,0.5228,17.6196,outflow,1
2021-09-24,0.4966,17.2758,outflow,1
2021-09-25,0.4731,17.0988,outflow,1
2021-09-26,0.4505,17.0517,outflow,1
2021-09-27,0.4299,17.0272,outflow,1
2021-09-28,0.4119,16.8801,outflow,1
2021-09-29,0.3948,16.8304,outflow,1
2021-09-30,0.382,16.7879,outflow,1
2021-10-01,0.365,16.739,outflow,1
2021-10-02,0.3471,16.6393,outflow,1
2021-10-03,0.3306,16.6347,outflow,1
2021-10-04,0.3151,16.6481,outflow,1
2021-10-05,0.2999,16.6962,outflow,1
2021-10-06,0.2874,16.6957,outflow,1
2021-10-07,0.2755,16.5428,outflow,1
2021-10-08,0.2622,16.3955,outflow,1
