time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.3938,0,16.979694620768253,0,inflow,1
2021-09-05,1.3252,18.2588,0,18.631504313151066,0.0011000000056810677,inflow,1
2021-09-06,1.2576,18.2023,0,18.99598846435549,8.499999767082045e-4,inflow,1
2021-09-07,1.1934,18.1647,0,20.483790334065777,0,inflow,1
2021-09-08,1.1323,18.1929,0,20.64870986938479,0.0034000001523963874,inflow,1
2021-09-09,1.0755,18.2265,0,17.131372070312523,0,inflow,1
2021-09-10,1.0205,18.1077,0,16.044236755371116,0,inflow,1
2021-09-11,0.9684,17.9493,0,17.538444773356144,0,inflow,1
2021-09-12,0.919,17.8639,0,21.82087605794273,0,inflow,1
2021-09-13,0.8722,17.9667,0,24.796628570556663,0,inflow,1
2021-09-14,0.8278,18.1909,0,24.838432566324894,8.399999700486661e-4,inflow,1
2021-09-15,0.786,18.4039,0,24.59951044718427,0,inflow,1
2021-09-16,0.7461,18.5943,0,23.91464767456057,0,inflow,1
2021-09-17,0.7083,18.7444,0,20.470479583740257,0.0021500001155800416,inflow,1
2021-09-18,0.6732,18.7385,0,19.94911092122398,0.005100000105812796,inflow,1
2021-09-19,0.641,18.7106,0,19.603377278645855,0.006600000112666748,inflow,1
2021-09-20,0.6109,18.6696,0,21.254806772867862,0.002000000133557478,inflow,1
2021-09-21,0.5809,18.7015,0,19.941353098551456,9.99999978375854e-4,inflow,1
2021-09-22,0.552,18.6755,0,19.61901499430341,0.011299999834227492,inflow,1
2021-09-23,0.5283,18.6371,0,18.61951090494794,0.01999999984254828,inflow,1
2021-09-24,0.5088,18.5582,0,18.62732594807945,1.999999956751708e-4,inflow,1
2021-09-25,0.4834,18.4842,0,14.807871754964216,0,inflow,1
2021-09-26,0.4593,18.2511,0,15.71622492472333,0,inflow,1
2021-09-27,0.4364,18.0704,0,14.723938242594423,0,inflow,1
2021-09-28,0.4147,17.8576,0,13.599047597249372,0,inflow,1
2021-09-29,0.3942,17.6091,0,16.289575195312523,0,inflow,1
2021-09-30,0.3747,17.49,0,18.54392013549807,0,inflow,1
2021-10-01,0.3563,17.4742,0,16.34391047159833,0,inflow,1
2021-10-02,0.3388,17.3653,0,14.271040852864607,0,inflow,1
2021-10-03,0.3222,17.1739,0,15.048308308919294,0,inflow,1
2021-10-04,0.3065,17.0269,0,16.189739481608097,0,inflow,1
2021-10-05,0.2916,16.9373,0,16.671336110432964,0,inflow,1
2021-10-06,0.2775,16.8734,0,18.415573374430362,0,inflow,1
2021-10-07,0.2641,16.8878,0,18.698965962727886,0.0014999999970314092,inflow,1
2021-10-08,0.2519,16.9135,0,18.271356201171898,NA,inflow,1
