time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3506,outflow,1
2021-09-05,1.3252,18.2101,outflow,1
2021-09-06,1.2582,18.1541,outflow,1
2021-09-07,1.1961,18.1702,outflow,1
2021-09-08,1.1349,18.1776,outflow,1
2021-09-09,1.0773,18.1631,outflow,1
2021-09-10,1.0222,17.9566,outflow,1
2021-09-11,0.97,17.8128,outflow,1
2021-09-12,0.9206,17.7551,outflow,1
2021-09-13,0.8741,17.837,outflow,1
2021-09-14,0.8376,17.8401,outflow,1
2021-09-15,0.8035,17.8129,outflow,1
2021-09-16,0.7631,17.7623,outflow,1
2021-09-17,0.7264,17.7105,outflow,1
2021-09-18,0.6913,17.769,outflow,1
2021-09-19,0.6595,17.8176,outflow,1
2021-09-20,0.6262,17.8846,outflow,1
2021-09-21,0.5953,17.9834,outflow,1
2021-09-22,0.5654,18.0893,outflow,1
2021-09-23,0.5381,18.1679,outflow,1
2021-09-24,0.5127,18.2614,outflow,1
2021-09-25,0.4898,18.2937,outflow,1
2021-09-26,0.4663,18.3717,outflow,1
2021-09-27,0.4446,18.3939,outflow,1
2021-09-28,0.4227,18.3687,outflow,1
2021-09-29,0.4017,18.2694,outflow,1
2021-09-30,0.3819,18.2147,outflow,1
2021-10-01,0.363,18.1717,outflow,1
2021-10-02,0.3452,18.1165,outflow,1
2021-10-03,0.3283,17.9845,outflow,1
2021-10-04,0.3123,17.5418,outflow,1
2021-10-05,0.2971,17.2587,outflow,1
2021-10-06,0.2827,17.1655,outflow,1
2021-10-07,0.2699,16.7939,outflow,1
2021-10-08,0.2572,16.3789,outflow,1
