time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.4019,0,17.86456451416018,0,inflow,1
2021-09-05,1.3252,18.3043,0,18.929952239990257,0.0030000000726431606,inflow,1
2021-09-06,1.2582,18.258,0,19.478855387369816,0.001299999981711153,inflow,1
2021-09-07,1.1942,18.2378,0,19.169174448649112,0,inflow,1
2021-09-08,1.133,18.2055,0,20.901767985026066,0.015200000908953371,inflow,1
2021-09-09,1.0803,18.2492,0,16.10761413574221,1.999999956751708e-4,inflow,1
2021-09-10,1.0251,18.0853,0,16.926147715250675,0,inflow,1
2021-09-11,0.9728,17.9659,0,19.45037485758466,0,inflow,1
2021-09-12,0.9232,17.9614,0,21.38532918294273,9.99999978375854e-5,inflow,1
2021-09-13,0.8762,18.0399,0,20.89285812377932,0.002799999988565105,inflow,1
2021-09-14,0.8325,18.0928,0,22.156006113688175,0.0039000000433588866,inflow,1
2021-09-15,0.7916,18.1967,0,23.43483759562177,0.0011000000056810677,inflow,1
2021-09-16,0.7518,18.3493,0,19.51886901855471,0.002099999934944208,inflow,1
2021-09-17,0.7144,18.3256,0,19.964401499430362,0,inflow,1
2021-09-18,0.6782,18.3222,0,20.67609558105471,9.99999978375854e-4,inflow,1
2021-09-19,0.6443,18.3495,0,20.888055419921898,NA,inflow,1
