time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3873,outflow,1
2021-09-05,1.3252,18.2977,outflow,1
2021-09-06,1.2573,18.2544,outflow,1
2021-09-07,1.1929,18.2982,outflow,1
2021-09-08,1.1318,18.2976,outflow,1
2021-09-09,1.0751,18.3492,outflow,1
2021-09-10,1.0207,18.261,outflow,1
2021-09-11,0.9686,18.1869,outflow,1
2021-09-12,0.9191,18.1818,outflow,1
2021-09-13,0.8723,18.2403,outflow,1
2021-09-14,0.8279,18.2936,outflow,1
2021-09-15,0.7858,18.3448,outflow,1
2021-09-16,0.746,18.4419,outflow,1
2021-09-17,0.7083,18.5778,outflow,1
2021-09-18,0.6755,18.6439,outflow,1
2021-09-19,0.6438,18.6964,outflow,1
2021-09-20,0.6114,18.637,outflow,1
2021-09-21,0.5806,18.3884,outflow,1
2021-09-22,0.5514,18.0843,outflow,1
2021-09-23,0.5237,17.8123,outflow,1
2021-09-24,0.4975,17.6483,outflow,1
2021-09-25,0.4727,17.6033,outflow,1
2021-09-26,0.4495,17.6364,outflow,1
2021-09-27,0.4281,17.6378,outflow,1
2021-09-28,0.4077,17.575,outflow,1
2021-09-29,0.3875,17.4081,outflow,1
2021-09-30,0.3684,17.1897,outflow,1
2021-10-01,0.3506,17.0099,outflow,1
2021-10-02,0.3336,17.041,outflow,1
2021-10-03,0.3173,17.1322,outflow,1
2021-10-04,0.3018,17.2102,outflow,1
2021-10-05,0.2884,17.0709,outflow,1
2021-10-06,0.2744,16.7117,outflow,1
2021-10-07,0.2612,16.5017,outflow,1
2021-10-08,0.2497,16.2879,outflow,1
