time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.3964,0,17.92813898722333,0,inflow,1
2021-09-05,1.3252,18.3019,0,21.138733164469425,9.99999978375854e-5,inflow,1
2021-09-06,1.2572,18.3501,0,20.703589375813824,1.999999956751708e-4,inflow,1
2021-09-07,1.1928,18.377,0,19.41405766805015,0,inflow,1
2021-09-08,1.1317,18.3472,0,20.49332962036135,3.0000000333529897e-4,inflow,1
2021-09-09,1.0739,18.3652,0,16.371311442057316,0,inflow,1
2021-09-10,1.019,18.2059,0,16.86750946044924,0,inflow,1
2021-09-11,0.967,18.077,0,18.429814910888695,0,inflow,1
2021-09-12,0.9177,18.0224,0,20.360171254475933,0,inflow,1
2021-09-13,0.8709,18.0535,0,21.35814946492515,0,inflow,1
2021-09-14,0.8266,18.1256,0,23.14152043660484,0,inflow,1
2021-09-15,0.7846,18.2697,0,22.73102213541669,0,inflow,1
2021-09-16,0.7448,18.388,0,22.46889394124351,0,inflow,1
2021-09-17,0.707,18.4882,0,21.242827351888042,3.999999913503416e-4,inflow,1
2021-09-18,0.6714,18.5301,0,19.476567840576195,0.011100000535952859,inflow,1
2021-09-19,0.6413,18.4941,0,20.727730051676456,0.018499999766936524,inflow,1
2021-09-20,0.6154,18.5137,0,20.968747711181663,0.005300000170245766,inflow,1
2021-09-21,0.5863,18.5424,0,17.77335128784182,0.0021000000528147212,inflow,1
2021-09-22,0.5575,18.4328,0,11.76148122151695,0,inflow,1
2021-09-23,0.5295,18.0724,0,12.713347371419294,0,inflow,1
2021-09-24,0.503,17.7735,0,15.248357391357445,0,inflow,1
2021-09-25,0.4779,17.6003,0,17.73764572143557,0,inflow,1
2021-09-26,0.454,17.5437,0,18.81869532267255,0,inflow,1
2021-09-27,0.4314,17.5366,0,17.940541839599632,0,inflow,1
2021-09-28,0.41,17.4923,0,16.099201456705753,0,inflow,1
2021-09-29,0.3897,17.3719,0,14.751176452636741,0,inflow,1
2021-09-30,0.3705,17.2007,0,16.49674250284833,1.999999956751708e-4,inflow,1
2021-10-01,0.3523,17.1141,0,15.95733540852867,0.003800000153569272,inflow,1
2021-10-02,0.3364,17.0094,0,7.5490178426106995,0,inflow,1
2021-10-03,0.3199,16.5511,0,6.216153717041038,0,inflow,1
2021-10-04,0.3043,16.0623,0,10.780641174316429,0,inflow,1
2021-10-05,0.2895,15.7971,0,13.542905426025413,0,inflow,1
2021-10-06,0.2755,15.6653,0,16.079456583658878,0,inflow,1
2021-10-07,0.2622,15.6497,0,16.939960734049503,0,inflow,1
2021-10-08,0.2497,15.6718,0,17.050378417968773,NA,inflow,1
