time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3923,outflow,1
2021-09-05,1.3252,18.2921,outflow,1
2021-09-06,1.2573,18.2172,outflow,1
2021-09-07,1.1928,18.2352,outflow,1
2021-09-08,1.1317,18.204,outflow,1
2021-09-09,1.0738,18.2489,outflow,1
2021-09-10,1.019,18.3013,outflow,1
2021-09-11,0.9681,18.1981,outflow,1
2021-09-12,0.9187,18.0256,outflow,1
2021-09-13,0.8719,17.857,outflow,1
2021-09-14,0.8275,17.7507,outflow,1
2021-09-15,0.7854,17.6505,outflow,1
2021-09-16,0.7456,17.7633,outflow,1
2021-09-17,0.7078,17.937,outflow,1
2021-09-18,0.6725,18.0251,outflow,1
2021-09-19,0.6418,18.1011,outflow,1
2021-09-20,0.6096,17.9804,outflow,1
2021-09-21,0.5789,17.7775,outflow,1
2021-09-22,0.5498,17.4937,outflow,1
2021-09-23,0.5222,17.1893,outflow,1
2021-09-24,0.4962,17.0609,outflow,1
2021-09-25,0.4714,17.0854,outflow,1
2021-09-26,0.4503,17.1452,outflow,1
2021-09-27,0.4295,17.0386,outflow,1
2021-09-28,0.4082,16.8862,outflow,1
2021-09-29,0.3881,16.6681,outflow,1
2021-09-30,0.3689,16.2937,outflow,1
2021-10-01,0.3508,15.9596,outflow,1
2021-10-02,0.334,15.7254,outflow,1
2021-10-03,0.3177,15.6333,outflow,1
2021-10-04,0.3022,15.646,outflow,1
2021-10-05,0.2875,15.8359,outflow,1
2021-10-06,0.2785,15.9348,outflow,1
2021-10-07,0.2651,15.6766,outflow,1
2021-10-08,0.2524,15.5363,outflow,1
