time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.3834,0,17.89491933186851,0,inflow,1
2021-09-05,1.3252,18.2882,0,18.387537892659527,9.99999978375854e-5,inflow,1
2021-09-06,1.2572,18.2196,0,20.485857899983746,9.99999978375854e-5,inflow,1
2021-09-07,1.1928,18.2447,0,20.367030080159527,1.999999956751708e-4,inflow,1
2021-09-08,1.1318,18.2632,0,20.999205525716167,0.002399999987392221,inflow,1
2021-09-09,1.0747,18.3078,0,19.34718221028648,0,inflow,1
2021-09-10,1.0197,18.2791,0,20.760171508789085,0,inflow,1
2021-09-11,0.9677,18.3125,0,23.593883768717472,0,inflow,1
2021-09-12,0.9183,18.4652,0,24.508191680908226,0,inflow,1
2021-09-13,0.8715,18.6482,0,23.549610392252628,8.999999903608113e-4,inflow,1
2021-09-14,0.8275,18.7795,0,21.661707814534527,0.014000000443775206,inflow,1
2021-09-15,0.7903,18.8226,0,19.93198674519859,9.99999978375854e-5,inflow,1
2021-09-16,0.7502,18.7891,0,16.7584536234538,0.007500000378058758,inflow,1
2021-09-17,0.7148,18.6218,0,16.151382700602237,3.999999913503416e-4,inflow,1
2021-09-18,0.6788,18.4382,0,19.857490793863956,0.006100000300284591,inflow,1
2021-09-19,0.6466,18.4238,0,20.4709780375163,0.003499999875202775,inflow,1
2021-09-20,0.6152,18.4364,0,21.2289126078288,0,inflow,1
2021-09-21,0.5842,18.4808,0,21.550091044108097,0.008400000004985485,inflow,1
2021-09-22,0.5577,18.5363,0,20.304036712646507,0.013700000401149735,inflow,1
2021-09-23,0.5345,18.5353,0,19.926755523681663,0.0013000000013562384,inflow,1
2021-09-24,0.5082,18.5182,0,16.22205251057945,0.0014999999773863237,inflow,1
2021-09-25,0.4833,18.3437,0,16.439983622233097,3.999999913503416e-4,inflow,1
2021-09-26,0.4593,18.1885,0,20.108528391520206,0.005000000265135895,inflow,1
2021-09-27,0.4382,18.1993,0,17.11035308837893,4.0000000117288435e-4,inflow,1
2021-09-28,0.4166,18.0812,0,15.221248881022158,0,inflow,1
2021-09-29,0.3959,17.8891,0,15.272168731689476,0,inflow,1
2021-09-30,0.3764,17.7102,0,14.371610260009788,1.999999956751708e-4,inflow,1
2021-10-01,0.3579,17.5033,0,12.623237864176454,1.999999956751708e-4,inflow,1
2021-10-02,0.3404,17.2335,0,15.605668640136741,0,inflow,1
2021-10-03,0.3237,17.1068,0,15.151778157552107,3.999999913503416e-4,inflow,1
2021-10-04,0.3081,16.9681,0,16.315663909912132,0.001099999995858525,inflow,1
2021-10-05,0.2935,16.8873,0,14.404016113281273,1.999999956751708e-4,inflow,1
2021-10-06,0.2793,16.7293,0,12.784148152669294,0,inflow,1
2021-10-07,0.2659,16.5111,0,16.191147104899112,0,inflow,1
2021-10-08,0.2531,16.4514,0,18.005242919921898,NA,inflow,1
