time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.4019,outflow,1
2021-09-05,1.3252,18.3043,outflow,1
2021-09-06,1.2582,18.258,outflow,1
2021-09-07,1.1942,18.2378,outflow,1
2021-09-08,1.133,18.2055,outflow,1
2021-09-09,1.0803,18.2492,outflow,1
2021-09-10,1.0251,18.0853,outflow,1
2021-09-11,0.9728,17.9659,outflow,1
2021-09-12,0.9232,17.9614,outflow,1
2021-09-13,0.8762,18.0399,outflow,1
2021-09-14,0.8325,18.0928,outflow,1
2021-09-15,0.7916,18.1967,outflow,1
2021-09-16,0.7518,18.3493,outflow,1
2021-09-17,0.7144,18.3256,outflow,1
2021-09-18,0.6782,18.3222,outflow,1
2021-09-19,0.6443,18.3495,outflow,1
