time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3977,outflow,1
2021-09-05,1.3252,18.2918,outflow,1
2021-09-06,1.2577,18.2817,outflow,1
2021-09-07,1.1933,18.2767,outflow,1
2021-09-08,1.1321,18.3216,outflow,1
2021-09-09,1.0742,18.3344,outflow,1
2021-09-10,1.0193,18.2312,outflow,1
2021-09-11,0.9673,18.108,outflow,1
2021-09-12,0.9179,17.9956,outflow,1
2021-09-13,0.8713,17.9946,outflow,1
2021-09-14,0.827,18.077,outflow,1
2021-09-15,0.7852,18.1327,outflow,1
2021-09-16,0.7469,18.2256,outflow,1
2021-09-17,0.7105,18.2627,outflow,1
2021-09-18,0.675,18.1548,outflow,1
2021-09-19,0.6409,18.0686,outflow,1
2021-09-20,0.6086,17.793,outflow,1
2021-09-21,0.5779,17.5382,outflow,1
2021-09-22,0.5489,17.3836,outflow,1
2021-09-23,0.5214,17.2094,outflow,1
2021-09-24,0.4964,17.0982,outflow,1
2021-09-25,0.4718,17.0547,outflow,1
2021-09-26,0.4483,16.8904,outflow,1
2021-09-27,0.426,16.527,outflow,1
2021-09-28,0.4049,16.1585,outflow,1
2021-09-29,0.3849,15.9009,outflow,1
2021-09-30,0.3659,15.7295,outflow,1
2021-10-01,0.3479,15.6173,outflow,1
2021-10-02,0.3309,15.6064,outflow,1
2021-10-03,0.3147,15.6679,outflow,1
2021-10-04,0.2995,15.851,outflow,1
2021-10-05,0.2849,15.9994,outflow,1
2021-10-06,0.2719,16.1418,outflow,1
2021-10-07,0.2619,16.0568,outflow,1
2021-10-08,0.2494,15.8866,outflow,1
