time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.4009,0,17.96008961995445,0,inflow,1
2021-09-05,1.3252,18.3075,0,20.426410929362003,0,inflow,1
2021-09-06,1.2572,18.3249,0,21.342802937825542,1.999999956751708e-4,inflow,1
2021-09-07,1.1928,18.3806,0,19.188359832763695,0,inflow,1
2021-09-08,1.1317,18.3409,0,19.915107981363956,0.0014000000581290805,inflow,1
2021-09-09,1.0743,18.3346,0,17.501049296061222,0,inflow,1
2021-09-10,1.0194,18.2253,0,16.24039738972984,0,inflow,1
2021-09-11,0.9673,18.0685,0,17.504261271158878,0,inflow,1
2021-09-12,0.918,17.9748,0,18.19922790527346,0,inflow,1
2021-09-13,0.8712,17.9163,0,21.900872802734398,0,inflow,1
2021-09-14,0.8269,18.0194,0,23.08693084716799,0,inflow,1
2021-09-15,0.7848,18.1674,0,20.996221160888695,0,inflow,1
2021-09-16,0.745,18.2174,0,14.503004964192732,0,inflow,1
2021-09-17,0.7072,17.9867,0,14.443980153401716,0,inflow,1
2021-09-18,0.6715,17.7668,0,17.608294423421246,9.99999978375854e-5,inflow,1
2021-09-19,0.6376,17.695,0,16.029299672444683,2.9999999351275623e-4,inflow,1
2021-09-20,0.6055,17.5598,0,16.854277547200542,9.99999978375854e-5,inflow,1
2021-09-21,0.5751,17.4677,0,14.4179512023926,0,inflow,1
2021-09-22,0.5462,17.2768,0,15.461928304036482,0,inflow,1
2021-09-23,0.5188,17.1415,0,15.758845265706404,0,inflow,1
2021-09-24,0.4928,17.0268,0,15.02353185017906,0.002000000133557478,inflow,1
2021-09-25,0.4689,16.8872,0,11.801184590657575,0,inflow,1
2021-09-26,0.4455,16.6179,0,11.21475499471031,9.99999978375854e-5,inflow,1
2021-09-27,0.4234,16.339,0,11.589812215169294,0,inflow,1
2021-09-28,0.4024,16.0924,0,14.81455001831057,0.002699999931792263,inflow,1
2021-09-29,0.3835,15.998,0,18.579736328125023,0.00610000015294645,inflow,1
2021-09-30,0.3667,16.0701,0,20.05798746744794,0.00750000010302756,inflow,1
2021-10-01,0.3513,16.2012,0,19.355086263020855,0.006499999712104909,inflow,1
2021-10-02,0.3363,16.2948,0,19.709767913818382,0.0025000000245199772,inflow,1
2021-10-03,0.3207,16.398,0,15.959733581542991,3.999999913503416e-4,inflow,1
2021-10-04,0.3052,16.3349,0,13.068111673990908,0,inflow,1
2021-10-05,0.2904,16.1517,0,16.44250005086265,0.013200000068172813,inflow,1
2021-10-06,0.2809,16.1235,0,14.315217590332054,9.99999978375854e-5,inflow,1
2021-10-07,0.2674,16.0059,0,11.47226740519208,0,inflow,1
2021-10-08,0.2545,15.7735,0,13.449060058593773,NA,inflow,1
