time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3964,outflow,1
2021-09-05,1.3252,18.3019,outflow,1
2021-09-06,1.2572,18.3501,outflow,1
2021-09-07,1.1928,18.377,outflow,1
2021-09-08,1.1317,18.3472,outflow,1
2021-09-09,1.0739,18.3652,outflow,1
2021-09-10,1.019,18.2059,outflow,1
2021-09-11,0.967,18.077,outflow,1
2021-09-12,0.9177,18.0224,outflow,1
2021-09-13,0.8709,18.0535,outflow,1
2021-09-14,0.8266,18.1256,outflow,1
2021-09-15,0.7846,18.2697,outflow,1
2021-09-16,0.7448,18.388,outflow,1
2021-09-17,0.707,18.4882,outflow,1
2021-09-18,0.6714,18.5301,outflow,1
2021-09-19,0.6413,18.4941,outflow,1
2021-09-20,0.6154,18.5137,outflow,1
2021-09-21,0.5863,18.5424,outflow,1
2021-09-22,0.5575,18.4328,outflow,1
2021-09-23,0.5295,18.0724,outflow,1
2021-09-24,0.503,17.7735,outflow,1
2021-09-25,0.4779,17.6003,outflow,1
2021-09-26,0.454,17.5437,outflow,1
2021-09-27,0.4314,17.5366,outflow,1
2021-09-28,0.41,17.4923,outflow,1
2021-09-29,0.3897,17.3719,outflow,1
2021-09-30,0.3705,17.2007,outflow,1
2021-10-01,0.3523,17.1141,outflow,1
2021-10-02,0.3364,17.0094,outflow,1
2021-10-03,0.3199,16.5511,outflow,1
2021-10-04,0.3043,16.0623,outflow,1
2021-10-05,0.2895,15.7971,outflow,1
2021-10-06,0.2755,15.6653,outflow,1
2021-10-07,0.2622,15.6497,outflow,1
2021-10-08,0.2497,15.6718,outflow,1
