time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.414,outflow,1
2021-09-05,1.3252,18.3268,outflow,1
2021-09-06,1.2572,18.3702,outflow,1
2021-09-07,1.193,18.462,outflow,1
2021-09-08,1.1319,18.5103,outflow,1
2021-09-09,1.0741,18.5596,outflow,1
2021-09-10,1.0192,18.4129,outflow,1
2021-09-11,0.9672,18.2151,outflow,1
2021-09-12,0.9179,18.0387,outflow,1
2021-09-13,0.8711,17.8718,outflow,1
2021-09-14,0.8268,17.7768,outflow,1
2021-09-15,0.7848,17.7745,outflow,1
2021-09-16,0.7456,17.6285,outflow,1
2021-09-17,0.7081,17.5287,outflow,1
2021-09-18,0.6723,17.534300000000002,outflow,1
2021-09-19,0.6383,17.293,outflow,1
2021-09-20,0.6061,17.2198,outflow,1
2021-09-21,0.5756,17.3413,outflow,1
2021-09-22,0.5467,17.3929,outflow,1
2021-09-23,0.5193,17.4744,outflow,1
2021-09-24,0.4933,17.6259,outflow,1
2021-09-25,0.4686,17.7338,outflow,1
2021-09-26,0.4453,17.8258,outflow,1
2021-09-27,0.4232,17.8752,outflow,1
2021-09-28,0.4022,17.6366,outflow,1
2021-09-29,0.3823,17.3289,outflow,1
2021-09-30,0.3635,17.1757,outflow,1
2021-10-01,0.3456,17.1178,outflow,1
2021-10-02,0.3287,17.0964,outflow,1
2021-10-03,0.3126,16.7951,outflow,1
2021-10-04,0.2974,16.6654,outflow,1
2021-10-05,0.2837,16.708,outflow,1
2021-10-06,0.2705,16.6242,outflow,1
2021-10-07,0.2575,16.3925,outflow,1
2021-10-08,0.2451,15.9552,outflow,1
