time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.405,outflow,1
2021-09-05,1.3252,18.3043,outflow,1
2021-09-06,1.2572,18.3032,outflow,1
2021-09-07,1.1928,18.3147,outflow,1
2021-09-08,1.1317,18.3016,outflow,1
2021-09-09,1.0748,18.3205,outflow,1
2021-09-10,1.0198,18.1214,outflow,1
2021-09-11,0.9677,17.9503,outflow,1
2021-09-12,0.9184,17.8787,outflow,1
2021-09-13,0.873,17.8771,outflow,1
2021-09-14,0.8286,17.8985,outflow,1
2021-09-15,0.7865,18.0027,outflow,1
2021-09-16,0.7466,18.186,outflow,1
2021-09-17,0.7088,18.2995,outflow,1
2021-09-18,0.6729,18.2174,outflow,1
2021-09-19,0.6389,17.9714,outflow,1
2021-09-20,0.6067,17.7313,outflow,1
2021-09-21,0.5761,17.577,outflow,1
2021-09-22,0.5472,17.5114,outflow,1
2021-09-23,0.5197,17.6135,outflow,1
2021-09-24,0.4939,17.7133,outflow,1
2021-09-25,0.4694,17.8039,outflow,1
2021-09-26,0.4461,17.8733,outflow,1
2021-09-27,0.4242,17.7041,outflow,1
2021-09-28,0.4035,17.616,outflow,1
2021-09-29,0.3836,17.3863,outflow,1
2021-09-30,0.3646,16.9901,outflow,1
2021-10-01,0.3467,16.635,outflow,1
2021-10-02,0.3297,16.4322,outflow,1
2021-10-03,0.3136,16.3683,outflow,1
2021-10-04,0.2983,16.3761,outflow,1
2021-10-05,0.2839,16.2952,outflow,1
2021-10-06,0.2702,16.3216,outflow,1
2021-10-07,0.2572,16.4389,outflow,1
2021-10-08,0.2448,16.605,outflow,1
