time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3876,outflow,1
2021-09-05,1.3252,18.3453,outflow,1
2021-09-06,1.2585,18.3692,outflow,1
2021-09-07,1.1946,18.3928,outflow,1
2021-09-08,1.1334,18.4088,outflow,1
2021-09-09,1.0754,18.4064,outflow,1
2021-09-10,1.0204,18.3015,outflow,1
2021-09-11,0.9683,18.241,outflow,1
2021-09-12,0.9189,18.3224,outflow,1
2021-09-13,0.8721,18.4754,outflow,1
2021-09-14,0.8287,18.6115,outflow,1
2021-09-15,0.787,18.6369,outflow,1
2021-09-16,0.7471,18.719,outflow,1
2021-09-17,0.7092,18.8679,outflow,1
2021-09-18,0.6733,19.0258,outflow,1
2021-09-19,0.6393,19.1473,outflow,1
2021-09-20,0.6072,19.2445,outflow,1
2021-09-21,0.5771,19.3304,outflow,1
2021-09-22,0.5492,19.4023,outflow,1
2021-09-23,0.5223,19.4032,outflow,1
2021-09-24,0.4962,19.1163,outflow,1
2021-09-25,0.4714,18.7389,outflow,1
2021-09-26,0.4479,18.3554,outflow,1
2021-09-27,0.4256,17.976,outflow,1
2021-09-28,0.4045,17.6709,outflow,1
2021-09-29,0.3845,17.4932,outflow,1
2021-09-30,0.3656,17.456,outflow,1
2021-10-01,0.3476,17.401,outflow,1
2021-10-02,0.3306,17.1853,outflow,1
2021-10-03,0.3144,17.0503,outflow,1
2021-10-04,0.2991,16.9454,outflow,1
2021-10-05,0.2846,16.816,outflow,1
2021-10-06,0.2709,16.7287,outflow,1
2021-10-07,0.2578,16.6965,outflow,1
2021-10-08,0.2455,16.6703,outflow,1
