time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.4104,0,18.72067286173505,0,inflow,1
2021-09-05,1.3252,18.349,0,20.734443918863956,0.001099999995858525,inflow,1
2021-09-06,1.2576,18.3772,0,21.4852971394857,0.0018999999490915797,inflow,1
2021-09-07,1.1938,18.436,0,18.496767934163433,0,inflow,1
2021-09-08,1.1326,18.3635,0,20.854500071207706,0.0024000000266823918,inflow,1
2021-09-09,1.0755,18.396,0,16.200681304931663,0.0031000001588836314,inflow,1
2021-09-10,1.0216,18.2276,0,15.715163167317732,0,inflow,1
2021-09-11,0.9694,18.0482,0,17.3539494832357,0,inflow,1
2021-09-12,0.92,17.9492,0,21.656170145670597,0,inflow,1
2021-09-13,0.8731,18.04,0,23.153896586100284,0,inflow,1
2021-09-14,0.8286,18.1897,0,23.89864883422854,0,inflow,1
2021-09-15,0.7865,18.3625,0,25.46700185139976,0,inflow,1
2021-09-16,0.7466,18.5924,0,23.06067047119143,0.0017000000516418368,inflow,1
2021-09-17,0.7094,18.7061,0,21.515930430094425,0.002799999939452391,inflow,1
2021-09-18,0.6744,18.7472,0,20.32624969482424,0.003799999957118416,inflow,1
2021-09-19,0.6417,18.7349,0,21.879916127522808,0.0046000000380445275,inflow,1
2021-09-20,0.6109,18.7898,0,20.762451426188175,9.99999978375854e-5,inflow,1
2021-09-21,0.5802,18.7938,0,21.603677368164085,0,inflow,1
2021-09-22,0.551,18.8335,0,17.843194580078148,0,inflow,1
2021-09-23,0.5234,18.71,0,17.375642395019554,0,inflow,1
2021-09-24,0.4972,18.5737,0,20.842458343505882,0,inflow,1
2021-09-25,0.4723,18.5936,0,21.654838816324894,0,inflow,1
2021-09-26,0.4488,18.6471,0,20.966359710693382,0,inflow,1
2021-09-27,0.4265,18.668,0,21.355298614501976,0,inflow,1
2021-09-28,0.4053,18.7044,0,21.962697601318382,0,inflow,1
2021-09-29,0.3853,18.7646,0,22.32499974568687,0,inflow,1
2021-09-30,0.3663,18.8368,0,22.730855560302757,9.99999978375854e-5,inflow,1
2021-10-01,0.3483,18.9223,0,22.374256388346378,9.99999978375854e-5,inflow,1
2021-10-02,0.3313,18.9875,0,23.265462493896507,0,inflow,1
2021-10-03,0.3151,19.0871,0,22.916781361897808,0,inflow,1
2021-10-04,0.2997,19.166,0,22.95844421386721,9.99999978375854e-5,inflow,1
2021-10-05,0.2852,19.2421,0,20.740024820963566,0.0018999999687366654,inflow,1
2021-10-06,0.2721,19.219,0,20.810891723632835,0.0010999999663908965,inflow,1
2021-10-07,0.2594,19.2002,0,20.348619079589866,0.007799999733106233,inflow,1
2021-10-08,0.2496,19.1627,0,20.025262451171898,NA,inflow,1
