time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.3923,0,17.78957265218101,0,inflow,1
2021-09-05,1.3252,18.2921,0,18.24684804280601,2.9999999351275623e-4,inflow,1
2021-09-06,1.2573,18.2172,0,20.315644836425804,0,inflow,1
2021-09-07,1.1928,18.2352,0,19.19162521362307,0,inflow,1
2021-09-08,1.1317,18.204,0,20.927134450276714,0,inflow,1
2021-09-09,1.0738,18.2489,0,21.162859853108746,1.999999956751708e-4,inflow,1
2021-09-10,1.019,18.3013,0,17.59830500284833,0.0032000000683183316,inflow,1
2021-09-11,0.9681,18.1981,0,15.83639806111656,0,inflow,1
2021-09-12,0.9187,18.0256,0,15.695389048258486,0,inflow,1
2021-09-13,0.8719,17.857,0,16.923562622070335,0,inflow,1
2021-09-14,0.8275,17.7507,0,16.92412083943687,0,inflow,1
2021-09-15,0.7854,17.6505,0,21.76477203369143,0,inflow,1
2021-09-16,0.7456,17.7633,0,23.342380777994816,0,inflow,1
2021-09-17,0.7078,17.937,0,21.575781758626324,0.00139999995008111,inflow,1
2021-09-18,0.6725,18.0251,0,21.412230428059917,0.009499999706167727,inflow,1
2021-09-19,0.6418,18.1011,0,16.91712341308596,3.999999913503416e-4,inflow,1
2021-09-20,0.6096,17.9804,0,14.834069824218773,0,inflow,1
2021-09-21,0.5789,17.7775,0,12.66547546386721,0,inflow,1
2021-09-22,0.5498,17.4937,0,11.80307795206708,0,inflow,1
2021-09-23,0.5222,17.1893,0,15.5025090535482,3.0000000333529897e-4,inflow,1
2021-09-24,0.4962,17.0609,0,18.905638631184917,0,inflow,1
2021-09-25,0.4714,17.0854,0,19.763317362467472,0.006800000206567347,inflow,1
2021-09-26,0.4503,17.1452,0,15.953703816731794,0.0046999998492538,inflow,1
2021-09-27,0.4295,17.0386,0,14.738739267985048,0,inflow,1
2021-09-28,0.4082,16.8862,0,12.998034413655622,1.999999956751708e-4,inflow,1
2021-09-29,0.3881,16.6681,0,9.048090871175154,0,inflow,1
2021-09-30,0.3689,16.2937,0,9.484465535481794,0,inflow,1
2021-10-01,0.3508,15.9596,0,11.36816304524742,0.0012000000133411959,inflow,1
2021-10-02,0.334,15.7254,0,14.373264567057314,9.99999978375854e-5,inflow,1
2021-10-03,0.3177,15.6333,0,16.69619522094729,0,inflow,1
2021-10-04,0.3022,15.646,0,20.858550008138042,0,inflow,1
2021-10-05,0.2875,15.8359,0,18.98490676879885,0.014000000581290806,inflow,1
2021-10-06,0.2785,15.9348,0,10.773838297526064,9.99999978375854e-5,inflow,1
2021-10-07,0.2651,15.6766,0,13.179919179280622,0,inflow,1
2021-10-08,0.2524,15.5363,0,12.726464843750023,NA,inflow,1
