time,FLOW,TEMP,SALT,AirTemp,Rain,type,inflow_num
2021-09-04,1.3969,18.4072,0,17.337515767415386,0,inflow,1
2021-09-05,1.3252,18.2867,0,19.412196095784527,0,inflow,1
2021-09-06,1.2572,18.262,0,19.462361907959007,0,inflow,1
2021-09-07,1.1927,18.2409,0,19.566012318929058,0,inflow,1
2021-09-08,1.1316,18.2254,0,19.76297531127932,0.007700000196928158,inflow,1
2021-09-09,1.0764,18.2193,0,18.36522191365562,0,inflow,1
2021-09-10,1.0214,18.1537,0,16.87183532714846,0,inflow,1
2021-09-11,0.9692,18.028,0,18.893164571126324,0,inflow,1
2021-09-12,0.9198,17.996,0,21.9947334289551,4.99999989187927e-4,inflow,1
2021-09-13,0.8731,18.0986,0,22.694067891438824,0.0013000000013562384,inflow,1
2021-09-14,0.8291,18.2252,0,23.37178192138674,0.0024000001052627336,inflow,1
2021-09-15,0.7878,18.3735,0,23.244898732503277,0.004400000140594784,inflow,1
2021-09-16,0.7493,18.5077,0,23.43176422119143,0,inflow,1
2021-09-17,0.7114,18.6422,0,23.772864278157574,6.999999946856405e-4,inflow,1
2021-09-18,0.6756,18.7834,0,23.114317830403667,0.008200000215583713,inflow,1
2021-09-19,0.6443,18.8884,0,22.511968231201195,1.999999956751708e-4,inflow,1
2021-09-20,0.6119,18.9615,0,21.930334981282574,0.0020000000549771357,inflow,1
2021-09-21,0.5818,19.0054,0,18.079025522867862,0.002399999938279507,inflow,1
2021-09-22,0.5534,18.8821,0,16.66335830688479,0.04720000267261639,inflow,1
2021-09-23,0.542,18.7054,0,13.396298980712913,9.99999978375854e-5,inflow,1
2021-09-24,0.5149,18.3991,0,7.912657674153668,0,inflow,1
2021-09-25,0.4891,17.8759,0,9.503287251790388,0,inflow,1
2021-09-26,0.4647,17.4511,0,14.565520222981794,0,inflow,1
2021-09-27,0.4416,17.2674,0,15.64448191324872,0.0034000001818640154,inflow,1
2021-09-28,0.4208,17.1405,0,12.47159347534182,0.0029999999940628183,inflow,1
2021-09-29,0.401,16.8852,0,8.584739939371767,1.999999956751708e-4,inflow,1
2021-09-30,0.3812,16.4784,0,8.810444132487001,0.007700000314798672,inflow,1
2021-10-01,0.3651,16.1047,0,10.306013997395857,2.9999999351275623e-4,inflow,1
2021-10-02,0.3473,15.8167,0,12.950958506266298,2.9999999351275623e-4,inflow,1
2021-10-03,0.3304,15.6585,0,15.538398996988954,0,inflow,1
2021-10-04,0.3142,15.6202,0,17.653091684977237,0,inflow,1
2021-10-05,0.2989,15.6745,0,19.73359578450523,0,inflow,1
2021-10-06,0.2844,15.8147,0,18.8185376485189,0,inflow,1
2021-10-07,0.2707,15.9076,0,16.68327611287437,0,inflow,1
2021-10-08,0.2576,15.9038,0,13.068383789062523,NA,inflow,1
