time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3712,outflow,1
2021-09-05,1.3252,18.2505,outflow,1
2021-09-06,1.2607,18.1921,outflow,1
2021-09-07,1.1969,18.2106,outflow,1
2021-09-08,1.1356,18.1872,outflow,1
2021-09-09,1.0775,18.2674,outflow,1
2021-09-10,1.0224,18.2169,outflow,1
2021-09-11,0.9702,18.0562,outflow,1
2021-09-12,0.9207,17.8877,outflow,1
2021-09-13,0.8738,17.774,outflow,1
2021-09-14,0.8293,17.7291,outflow,1
2021-09-15,0.7871,17.7813,outflow,1
2021-09-16,0.7472,17.9006,outflow,1
2021-09-17,0.7093,17.9998,outflow,1
2021-09-18,0.6734,18.037,outflow,1
2021-09-19,0.6394,18.0452,outflow,1
2021-09-20,0.6072,18.1047,outflow,1
2021-09-21,0.5773,18.1864,outflow,1
2021-09-22,0.5495,18.1744,outflow,1
2021-09-23,0.5219,18.187,outflow,1
2021-09-24,0.4958,17.9468,outflow,1
2021-09-25,0.471,17.5684,outflow,1
2021-09-26,0.4476,17.2627,outflow,1
2021-09-27,0.4253,17.059,outflow,1
2021-09-28,0.4043,16.9172,outflow,1
2021-09-29,0.3843,16.712,outflow,1
2021-09-30,0.3653,16.5014,outflow,1
2021-10-01,0.3473,16.2595,outflow,1
2021-10-02,0.3304,16.0371,outflow,1
2021-10-03,0.3143,15.8219,outflow,1
2021-10-04,0.299,15.7602,outflow,1
2021-10-05,0.2845,15.7171,outflow,1
2021-10-06,0.2708,15.7349,outflow,1
2021-10-07,0.2577,15.7867,outflow,1
2021-10-08,0.2454,15.841,outflow,1
