time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.4072,outflow,1
2021-09-05,1.3252,18.2867,outflow,1
2021-09-06,1.2572,18.262,outflow,1
2021-09-07,1.1927,18.2409,outflow,1
2021-09-08,1.1316,18.2254,outflow,1
2021-09-09,1.0764,18.2193,outflow,1
2021-09-10,1.0214,18.1537,outflow,1
2021-09-11,0.9692,18.028,outflow,1
2021-09-12,0.9198,17.996,outflow,1
2021-09-13,0.8731,18.0986,outflow,1
2021-09-14,0.8291,18.2252,outflow,1
2021-09-15,0.7878,18.3735,outflow,1
2021-09-16,0.7493,18.5077,outflow,1
2021-09-17,0.7114,18.6422,outflow,1
2021-09-18,0.6756,18.7834,outflow,1
2021-09-19,0.6443,18.8884,outflow,1
2021-09-20,0.6119,18.9615,outflow,1
2021-09-21,0.5818,19.0054,outflow,1
2021-09-22,0.5534,18.8821,outflow,1
2021-09-23,0.542,18.7054,outflow,1
2021-09-24,0.5149,18.3991,outflow,1
2021-09-25,0.4891,17.8759,outflow,1
2021-09-26,0.4647,17.4511,outflow,1
2021-09-27,0.4416,17.2674,outflow,1
2021-09-28,0.4208,17.1405,outflow,1
2021-09-29,0.401,16.8852,outflow,1
2021-09-30,0.3812,16.4784,outflow,1
2021-10-01,0.3651,16.1047,outflow,1
2021-10-02,0.3473,15.8167,outflow,1
2021-10-03,0.3304,15.6585,outflow,1
2021-10-04,0.3142,15.6202,outflow,1
2021-10-05,0.2989,15.6745,outflow,1
2021-10-06,0.2844,15.8147,outflow,1
2021-10-07,0.2707,15.9076,outflow,1
2021-10-08,0.2576,15.9038,outflow,1
